transcription	normalisation	flag
མཁྱཻན	མཁྱེན་མཁྱེན	1
མྱེནབ	མཁྱེན་རབ	1
མྱེབ	མཁྱེན་རབ	1
མྱེན	མཁྱེན	1
མཁྲནོ	མཁྲན་པོ	1
མཁྲེཊ་པ	མཁྲེགས་པ	1
མཁྲེཊོ	མཁྲེགས་པོ	1
མགོ	མག་མོག	0
མགལྨེ	མགལ་མེ	1
མགོཉིས	མགོ་གཉིས	1
མགོཏད	མགོ་གཏད	1
མགོནོན	མགོ་གནོན	1
མགོཞུག	མགོ་གཞུག	1
མགོཟེར	མགོ་གཟེར	1
མགོཡོཊ	མགོ་གཡོགས	1
མགོསུཾ	མགོ་གསུམ	1
མགོུག་པ	མགོ་གུག་པ	1
མགྲོུང་	མགོ་གྲུང་	1
མྱཽགཟོས	མགོ་ཉོག་བཟོས	1
མགྙོེན	མགོ་བརྙེན	1
མགྙོནེ	མགོ་བསྙེན	1
མགྙོེན	མགོ་བསྙེན	1
མགྲོེན	མགོ་འདྲེན	1
མྱོ	མགོ	0
མྱོནཁངཾ	མགོན་ཁང་ངམ	1
མགཽན	མགོན་པོ	1
མགོནོ	མགོན་པོ	1
མགོོན	མགོན་པོ	1
མྱཽན	མགོན་པོ	1
མགྱཽགས	མགྱོགས་མགྱོགས	1
མགྲིནག	མགྲིན་ནག	1
མྲིན་པ	མགྲིན་པ	1
མྲིནཟང་	མགྲིན་བཟང་	1
མགྲིོན	མགྲིན་སྔོན	1
མྲིནོ	མགྲིན་སྔོན	1
མངོ་	མང་ངོ་	1
མངུ་	མང་དུ	1
མངོ་	མང་བོ	1
མངརོ	མང་བོར	1
མངགཞུག	མངག་གཞུག	1
མངུག	མངག་གཞུག	1
མངའབངས	མངའ་འབངས	1
མངའོག	མངའ་འོག	1
མངལུ	མངལ་དུ	1
མངོནྱུར	མངོན་གྱུར	1
མངོནར	མངོན་པར	1
མངོར	མངོན་པར	0
མངོནདོ	མངོན་བརྗོད	1
མངོུ༹ལ	མངོན་ཚུལ	1
མངོསེ	མངོན་ཤེས	1
མངོེས	མངོན་ཤེས	1
ནྱོྃཐོང་	མངོན་སུམ་མཐོང་	1
མངསུཾ	མངོན་སུམ	1
མངོནུམ	མངོན་སུམ	1
མངོསུཾ	མངོན་སུམ	1
མཆུང་	མཆན་ཁུང་	1
མཆནུ	མཆན་བུ	1
མྲེལ	མཆན་འགྲེལ	1
མཆིགུ	མཆི་གུ	1
མཆིནད	མཆིན་ནད	1
མཆིལྷམ	མཆིལ་ལྷམ	1
མཆིསྟེ	མཆིས་ཏེ	1
ཆྃསི	མཆིས	1
མཆྡཻར	མཆེ་སྡེར	1
ྃཆེད	མཆེད	1
ཆྱོྃགི	མཆོག་གི	1
མཆོགསུཾ	མཆོག་གསུམ	1
མཆོགི་ཡཻས	མཆོག་གི་ཡེ་ཤེས	1
མཆོགི	མཆོག་གི	1
མཆོགསུཾ	མཆོག་གསུམ	1
མཆོགོ	མཆོག་གོ	1
ཆྱོེན	མཆོག་ཆེན	1
ཆྱབྱངས	མཆོག་དབྱངས	1
མཆོགྲན	མཆོག་བྲན	1
མཆོཡིན	མཆོག་སྦྱིན	1
མཆྱོ	མཆོག	1
ཆྱོ	མཆོག	1
ཆྱ	མཆོག	1
མཆོིས	མཆོད་གཞིས	1
མཆོདོ	མཆོད་དོ	1
མཆོདར	མཆོད་པར	1
མཆྟཽད	མཆོད་བསྟོད	1
མཆྱོན	མཆོད་ཡོན	1
མཆོཏེན	མཆོད་རྟེན	1
མཆོེན	མཆོད་རྟེན	1
མཆྟོེན	མཆོད་རྟེན	1
ཆོྃདེན	མཆོད་རྟེན	1
མཆོདེན	མཆོད་རྟེན	1
མཆོད༹ས	མཆོད་རྫས	1
ཆྱཽད	མཆོད་སྟོད	1
མཆྟཽད	མཆོད་སྟོད	1
མྲོིན	མཆོད་སྤྲིན	1
ཆྱོིནད	མཆོད་སྦྱིན	1
མཆོདིན	མཆོད་སྦྱིན	1
མཆོདྱིན	མཆོད་སྦྱིན	1
མཆྱོིདན	མཆོད་སྦྱིན	1
མཆྱོིན	མཆོད་སྦྱིན	1
ཆྱོད	མཆོད	1
ཆོཾད	མཆོད	1
མཇལོ	མཇལོ	1
མུང་	མཇུག་བྱང་	0
མཇུགཾ	མཇུག་མ	1
མཉནྙེསྃཉན	མཉན་ཉེས་མཉན	1
མཉདོ	མཉན་ཡོད	1
མཉོད	མཉན་ཡོད	1
ྃཉནྻོད	མཉན་ཡོད	1
མཉྃཉྱེར	མཉམ་གཉེར	1
མཉཾདི	མཉམ་ཉིད	1
མཉམིད	མཉམ་ཉིད	1
མཉིཾད	མཉམ་ཉིད	1
མཉྃཀྲོལྃ	མཉམ་དཀྲོལ་མ	1
མཉྃང་	མཉམ་དང་	1
མཉུྃསྲསྃམཉུྃ	མཉམ་དུ་བསྲེས་སམ་མཉམ་དུ	1
མཉཾ་པ	མཉམ་པ	1
མཉྃའིཇུགུཚལ	མཉམ་པའི་འཇུག་ཚུལ	1
མཉྃའི	མཉམ་པའི	1
མཉཾརག	མཉམ་པར་བཞག	1
མཉྃརྃ	མཉམ་པར་མ	1
མཉྃར	མཉམ་པར	1
མཉོྃརཇོག	མཉམ་པོར་འཇོག	1
མཉོྃར	མཉམ་པོར	1
མཉཾརོ	མཉམ་པོར	1
མཉྃགོསྱིས	མཉམ་བགོས་ཀྱིས	1
མཉཾག	མཉམ་བཞག	1
མཉྃ	མཉམ་བཞག	1
མཉྃརཞགའི	མཉམ་བར་བཞག་པའི	1
མཉྃདེ	མཉམ་མེད	1
མཉྃགྲནྃཉྃགྲོ	མཉམ་འགྲན་མཉམ་འགྲོ	1
མཉྃགྲོཌཉྃ	མཉམ་འགྲོགས་མཉམ་རྒྱུག	1
མཉྃཐུང་	མཉམ་འཐུང་	1
མཉེྃབྲེལ	མཉམ་འབྲེལ	1
མཉྃཛོྃས	མཉམ་འཛོམས	1
མཉྃསེ	མཉམ་རྗེས	1
མཉྃ	མཉམ	1
མཉཾས	མཉམས	1
མཉེནོ	མཉེན་པོ	1
མཉེནོྃ	མཉེན་མོ	1
ྃཉནླྕུག	མཉེན་ལྕུག	1
མཉེརསརེད	མཉེས་པར་བྱེད	1
མཉེསཉོསཚོར	མཉེས་པོ་མཉེས་ཚོར	1
མཉེསྱས	མཉེས་བྱས	1
མཉྱེསྱདེ	མཉེས་བྱེད	1
མཉེསིངྃཉེས	མཉེས་ཤིང་མཉེས	1
མཐྲལ	མཐ་བྲལ	1
མཐོབ	མཐ་འཁོབ	1
མཐའན	མཐའ་ཅན	1
མཐགི	མཐའ་དག་གི	1
མཐྡགི	མཐའ་དག་གི	1
མཐའག	མཐའ་དག	1
མཐྡག	མཐའ་དག	1
མཐྲལ	མཐའ་བྲལ	1
མཐ༹ཾས	མཐའ་མཚམས	1
མཐེདཾ	མཐའ་མེད	1
མཐའོབ	མཐའ་འཁོབ	1
མཐོབ	མཐའ་འཁོབ	1
མཐྱཾས	མཐའ་འབྱམས	1
མྱཾས	མཐའ་འབྱམས	1
མཐའས	མཐའ་ཡས	1
མཐས	མཐའ་ཡས	1
མཐྱས	མཐའ་ཡས	1
མཐྱས	མཐའ་ཡས	1
མཐའེན	མཐའ་རྟེན	1
མཐའོར	མཐའ་སྐོར	1
མཐརྠུགདོརྱོ	མཐར་ཐུག་དེར་འགྲོ	1
མཐརུག	མཐར་ཐུག	1
མཐུརག	མཐར་ཐུག	1
མཐརིནས	མཐར་ཕྱིན་ནས	1
མཐརིན	མཐར་ཕྱིན	1
མཐིརན	མཐར་ཕྱིན	1
མཐྱིན	མཐར་ཕྱིན	1
མཐྱིན	མཐར་ཕྱིན	1
མཐྱེན	མཐར་མཁྱེན	1
མཐརྶོནོ	མཐར་སོན	1
མཐིངག	མཐིང་ནག	1
མཐིམསོ	མཐིམས་སོ	1
མཐེུན	མཐུ་ཆེན	1
མཐོུབ	མཐུ་ཐོབ	1
མཐུ༹ལ	མཐུ་རྩལ	1
མཐུ༹ས	མཐུ་རྫས	1
མཐོུབས་བདགོ	མཐུ་སྟོབས་བདག་པོ	1
མཐོུབས	མཐུ་སྟོབས	1
ཐུདུ	མཐུན་དུ	1
མཐྱོུགས	མཐུན་ཕྱོགས	1
མཐྱོུཊ	མཐུན་ཕྱོགས	1
མཐོུང་	མཐུན་མོང་	1
མཐུནཾཨོངས	མཐུན་མོངས	1
མཐེུན	མཐུན་རྐྱེན	1
མཐེུན	མཐུན་རྐྱེན	1
མཐུན༹ས	མཐུན་རྫས	1
མཐེོང་	མཐེ་བོང་	1
མཐོེང་	མཐེ་བོང་	1
མཐོིསུཾ	མཐོ་རིས་གསུམ	1
མཐོི	མཐོ་རིས	1
མཐོིས	མཐོ་རིས	1
མཐྲོིས	མཐོ་རིས	1
མཐོངཾ	མཐོང་ལམ	1
ཐོཾངསྲིདེ	མཐོང་སྲིད་དེ	1
མཐོནོ	མཐོན་པོ	1
མཐོལོ་བཤཊ	མཐོལ་ལོ་བཤགས	1
མཐོལོཊ	མཐོལ་ལོ་བཤགས	1
མདངསུཾ	མདངས་གསུམ	1
མདའཕེན་པ	མདའ་འཕེན་པ	1
མདའ༹ནི	མདའ་འཛིན	1
མདོུན	མདུན་ན་འདོན	1
མདུནསུས	མདུན་ནས་བསུས	1
མདུནཁྲིསུ	མདུན་འཁྲིས་སུ	1
མདེའུསིལྱུར	མདེའུ་བསིལ་མྱུར	1
མདོེནཆེནོ	མདོ་ཆེན་ཆེན་པོ	1
མདོེན་སྟོངིད	མདོ་ཆེན་སྟོང་ཉིད	1
མདོེན	མདོ་ཆེན	1
མདོབུས	མདོ་དབུས	1
མདོར་མ	མདོ་དར་མ	1
མདཽན	མདོ་དོན	1
མདྲོན་པ	མདོ་དྲན་པ	1
མོདེ	མདོ་སྡེ	1
མདོགི	མདོག་གི	1
མདོངསེལ	མདོངས་སེལ	1
མདོའྡིེ	མདོའི་སྡེ	1
མདོུས	མདོར་བསྡུས	1
མྔག	མན་ངག	1
མངཾག	མན་ངག	1
མནག	མན་ངག	0
མནངག	མན་ངག	1
མྔཾག	མན་ངག	1
མནདུ	མན་ཆད་དུ	1
མནད	མན་ཆད	0
མནུ	མན་དུ	0
མནུ	མན་མུན	0
མནྲེལ	མནའ་འབྲེལ	1
མནལཾ	མནལ་ལམ	1
མནལྟོས	མནལ་ལྟོས	1
མཾ	མམ	1
མཚིས	མཚན་གཉིས	1
མཚིད	མཚན་ཉིད	1
མི༹ད	མཚན་ཉིད	1
མཚཾནེད་པ	མཚན་མ་མེད་པ	1
ཚླེདཾཔ	མཚན་མ་མེད་པ	1
མ༹ནཾ	མཚན་མ	1
མཚནཾ	མཚན་མ	1
མཚཾན	མཚན་མཁན	1
མཚནོ	མཚན་མཚོན	1
མཚནོཾའི	མཚན་མོའི	1
མཚན༹ད	མཚན་ཚད	1
མཚནྯུྃ	མཚན་ཟུམ	1
མཚླཾན	མཚན་ལྡན་མ	1
མཚྡན	མཚན་ལྡན	1
མཚླན	མཚན་ལྡན	1
མཚནད	མཚན་ཤད	1
མ༹ན	མཚན	1
མཚམསྱི	མཚམས་ཀྱི	1
མཚཾད	མཚམས་ཆད	1
མཚཾཅད	མཚམས་བཅད	1
མཚྩམད	མཚམས་བཅད	1
མཚམད	མཚམས་བརྒྱད	1
མཚྱྃད	མཚམས་བརྒྱད	1
མཚཱམས	མཚམས་མཚམས	1
མཚེཾད	མཚམས་མེད	1
མཚུཾས	མཚམས་ཞུས	1
མཚྮུཾས	མཚམས་ཞུས	1
འཚུམས	མཚམས་ཞུས	1
མཾ༹སུ	མཚམས་སུ	1
མཚཾསུུ	མཚམས་སུ	1
ཚམསུ	མཚམས་སུ	1
མཚྲུཾབ	མཚམས་སྒྲུབ	1
མཚྲུམབ	མཚམས་སྒྲུབ	1
མཚམསྤྲིན	མཚམས་སྤྲིན	1
མཚཾསྤྲིན	མཚམས་སྤྲིན	1
མཚཾསྱོར	མཚམས་སྦྱོར	1
མཚྱམསོར	མཚམས་སྦྱོར	1
མཚྱོཾར	མཚམས་སྦྱོར	1
མཚྱོམར	མཚམས་སྦྱོར	1
མ༹ཾས	མཚམས	1
མཚཾས	མཚམས	1
མཚློང་	མཚོ་གླང་	1
མཚློངི་	མཚོ་གླིང་	1
མཚློིང་	མཚོ་གླིང་	1
མཚོུང་	མཚོ་བྱུང་	1
མཚྱོལ	མཚོ་རྒྱལ	1
མཚྱོལ	མཚོ་རྒྱལ	1
མཚྱོསེ	མཚོ་སྐྱེས	1
མཚྱོེས	མཚོ་སྐྱེས	1
མོཚོ་སོཌ	མཚོ་སོགས	1
མ༹ནོ	མཚོན	1
མཛངསླུན	མཛངས་བླུན	1
མཛད་དོུལ	མཛད་དུ་གསོལ	1
མཛདོུལ	མཛད་དུ་གསོལ	1
མ༹དའི	མཛད་པའི	1
མྱ༹ང་	མཛད་བྱང་	1
མ༹ད	མཛད	1
མཛསྴེ	མཛའ་བཤེས	1
མཛའོ	མཛའ་བོ	1
མཛུན	མཛའ་མཐུན	1
མེ༹སའི	མཛེས་པའི	1
མེ༹སྡན	མཛེས་ལྡན	1
མེ༹སྡུག	མཛེས་སྡུག	1
མེ༹ས	མཛེས	1
མཛཽྃ	མཛོ་མོ	1
མཛྶོར	མཛོ་སར	1
མ༹དོཔོན	མཛོད་དཔོན	1
མ༹དོག	མཛོད་བདག	1
མོ༹དནི	མཛོད་འཛིན	1
མ༹དོིན	མཛོད་ལྡན	1
མ༹ལྡོན	མཛོད་ལྡན	1
མ༹དོ	མཛོད	1
མར་མེཛད	མར་མེ་མཛད	1
མེར༹ད	མར་མེ་མཛད	1
མརེ	མར་མེ	1
མེར	མར་མེ	0
མྱིབ	མི་ཁྱབ	1
ྃནྱིསའི	མི་གནས་པའི	1
ནྱིཾས	མི་གནས	1
མིཡྱོ	མི་གཡོ	1
མྖིགོ	མི་ཆོག	1
མིང་	མི་དང་	0
མིཁས	མི་མཁས	1
མིགོ	མི་མགོ	1
མིངོན་པ	མི་མངོན་པ	1
མིཆོག	མི་མཆོག	1
མིཇེད	མི་མཇེད	1
མིཉཾ་པ	མི་མཉམ་པ	1
མིཐུནཉི	མི་མཐུན་ཉི	1
མིཐུནྙི	མི་མཐུན་ཉི	1
མིཐུན	མི་མཐུན	1
མིུན	མི་མཐུན	1
མིུསཚོད	མི་ནུས་ཚོད	1
ྃབྱི	མི་བྱ	1
མྱིོདེ	མི་བྱེད་དོ	1
མྱིདེ	མི་བྱེད	1
མྱིའོ	མི་བྱྰོ	1
མིཁྲེགིྃསལ	མི་མཁྲེག་མི་གསལ	1
མངིའ	མི་མངའ	1
མིཉལཉྃནྱསྱིདརླུང་	མི་མཉམ་མཉམ་གནས་ཀྱི་རླུང་	1
མིཐུནརྟཌ	མི་མཐུན་བརྟགས	1
མིཐུནལ	མི་མཐུན་ལ	1
མིཐུན	མི་མཐུན	1
མིི	མི་མི	1
མྱིུར	མི་འགྱུར	1
མིྱུར	མི་འགྱུར	1
མྲི	མི་འདྲ	1
མི་འཕྲོདཉི	མི་འཕྲོད་ཉི	1
མི་འཕྲོདྙི	མི་འཕྲོད་ཉི	1
མི་འཕྲོདྙི	མི་འཕྲོད་ཉི	1
མྲིོདཉི	མི་འཕྲོད་ཉི	1
ྃརྙྱོབེས	མི་རྙོབ་སླེབས	1
ྃལིཌེ	མི་ལེགས	1
ྃལྕིོཌདེྃ	མི་ལྕོགས་མེད	1
མིསུ	མི་ལུས	1
མིསླུས	མི་ལུས	1
མིུས	མི་ལུས	1
མླིུས	མི་ལུས	1
ིྃསྦྱོར	མི་སྦྱོར	1
མིསློབ	མི་སློབ	1
མློྃབ	མི་སློབ	1
མིགཅིག	མིག་གཅིག	1
མིགཉིས	མིག་གཉིས	1
མིགདངས་པ	མིག་གདངས་པ	1
མིགཡེར	མིག་གཡེར	1
མིགསུཾ་པ	མིག་གསུམ་པ	1
མིགི	མིག་གི	1
དམིར	མིག་དམར	1
མིར	མིག་དམར	0
མྲིུལ	མིག་འཕྲུལ	1
མིངུགས	མིང་གཟུགས	1
མྱིང་	མིང་བྱང་	0
མིངྶྟེ	མིང་སྟེ	1
མྲིང་	མིང་སྲིང་	1
མིནཾ	མིན་ནམ	1
མིནོ	མིན་ནོ	1
མྱུད	མུ་ཁྱུད	1
མེུ	མུ་གེ	1
མེུའི་བསྐལ་པ	མུ་གེའི་བསྐལ་པ	1
མིུག	མུ་ཏིག	1
མེུད	མུ་མེད	1
མེུན	མུ་མེན	1
མེུགས	མུ་སྙེགས	1
མེུགས	མུ་སྟེགས	1
མེུཊ	མུ་སྟེགས	1
མྟེུགས	མུ་སྟེགས	1
མྟེུཊ	མུ་སྟེགས	1
མུགི	མུག་གི	1
མུནག	མུན་ནག	1
མྲེཌོ	མེ་གྲོགས	1
མེསུཾ	མེ་གསུམ	1
མེྟོགིས	མེ་ཏོག་གིས	1
མྟེོགྃར	མེ་ཏོག་དམར	1
མྟེོགསེརོ	མེ་ཏོག་སེར་བོ	1
མྟེོགསྨུགྕོན	མེ་ཏོག་སྨུག་པོ་ཅན	1
མེགོ	མེ་ཏོག	1
མེཏོག	མེ་ཏོག	1
མྟེོག	མེ་ཏོག	1
མོེག	མེ་ཏོག	1
མྟོེག	མེ་ཏོག	1
མྟེགོ	མེ་ཏོག	1
མེྟོག	མེ་ཏོག	1
མེ༹	མེ་བཙའ	1
མེཁའ	མེ་མཁའ	1
མེགལ	མེ་མགལ	1
མེཆེད་པ	མེ་མཆེད་པ	1
མེཉམ་གསང་	མེ་མཉམ་གསང་	1
མེདག	མེ་མདག	1
མེདའ	མེ་མདའ	1
མེཚམས	མེ་མཚམས	1
མེུར	མེ་མུར	1
མེོ	མེ་མོ	1
མེ༹ས	མེ་རྫས	1
མེ་ལེ༹ན	མེ་ལ་ཚེ་ཅན	1
མླེསྐྱེས	མེ་ལས་སྐྱེས	1
མེངོ་	མེ་ལོང་	1
མླེོང་	མེ་ལོང་	1
མོེང་	མེ་ལོང་	1
མློེང་	མེ་ལོང་	1
མྱེངོ་	མེ་ལོང་	1
མེློང་	མེ་ལོང་	1
མཏེར	མེ་ལྟར	1
མྟེར	མེ་ལྟར	1
མྷེ	མེ་ལྷ	1
མེདོ	མེད་དོ	1
མེདར་གྱུརིག	མེད་པར་གྱུར་ཅིག	1
མེདར	མེད་པར	1
མཻར	མེར་མེར	1
མེལེ༹	མེལ་ཚེ	1
མེལེ	མེལ་ཚེ	1
མེས་དབོན	མེས་པོ་དང་ཚ་བོ	1
མོུས	མོ་གུས	1
མྲཽུག	མོ་གྲུས་དྲག་པོ	1
མོ༹ན	མོ་མཚན	1
མྱོུད	མོ་རྒྱུད	1
མོནྲུ	མོན་གྲུ	1
མོནྲེ	མོན་གྲེ	1
མོནྲེ	མོན་དྲེ	1
མྲོན	མོན་སྲན	1
མྲོུགོ	མོས་གུས་དྲག་པོ	1
མོུས	མོས་གུས	1
མོསྒོཾ	མོས་སྒོམ	1
མོསྤྱོད	མོས་སྤྱོད	1
མྱནེད	མྱ་ངན་མེད	1
མྱངན	མྱ་ངན	1
མྱན	མྱ་ངན	1
མྱཾན	མྱ་ངན	1
མྱགོ	མྱག་མྱོག	1
མཌ	མྱགས	1
མྱངན	མྱང་ངན	1
མྱཱུར	མྱུར་མྱུར	1
མྱོངར	མྱོང་བར	1
ཙགི	ཙག་ཙིག	1
ཙྡན	ཙན་དན	1
ཙཱབ	ཙབ་ཙབ	1
ཙབུ	ཙབ་ཙུབ	1
ཙཾ	ཙམ	1
ཙིཙི	ཙི་ཙི	1
ཙིཚེའབྲུ	ཙི་ཚེ་འབྲུ	1
ཙོགུ	ཙོག་པུ	1
ཚོཾས་ཁ	ཚ་མོས་ཁ	1
ཚཟེར	ཚ་ཟེར	1
ཚགསུ	ཚགས་སུ	1
ཚངི༹	ཚང་ཚིང་	1
ཚངསར	ཚངས་པར	1
ཚཾསྲེད	ཚངས་ཕྱེད	1
ཚངསྐུལ	ཚངས་བསྐུལ	1
ཚངསྐུད	ཚངས་སྐུད	1
ཚངསྐྱེས	ཚངས་སྐྱེས	1
ཚངསྤྱོད	ཚངས་སྤྱོད	1
ཚངསྲས	ཚངས་སྲས	1
ཚདགུང་	ཚད་དགུང་	1
ཚདུས	ཚད་དུས	1
ཚདཾ	ཚད་མ	1
ཚྨད	ཚད་མ	1
ཚདཾརི༹ན	ཚད་མར་འཛིན	1
ཚདེཾ	ཚད་མེད	1
ཚྃདེད	ཚད་མེད	1
ཚདས	ཚད་ཡས	1
ཚཱན་རིག་པ	ཚན་ཚན་རིག་པ	1
ཚམོ༹	ཚམ་ཚོམ	1
ཚརུ	ཚར་བུ	1
ཚིགུྃང་	ཚི་གུ་མང་	1
ཚིགཉན	ཚིག་གཉན	1
ཚིགསུཾ	ཚིག་གསུམ	1
ཚིགསུཾ	ཚིག་གསུམ	1
ཚིགི	ཚིག་གི	1
ཚིགིས	ཚིག་གིས	1
ཚྙིགོ	ཚིག་ཉོག	1
བཅད་ལྷུག	ཚིག་བཅད་དང་ལྷུག་མ	0
ཚིགང་	ཚིག་རྐང་	1
ཚིགད	ཚིགས་བཅད	1
ཚིགསད	ཚིགས་བཅད	1
ཚིགསུད	ཚིགས་སུ་བཅད	1
ཚིགསུལ	ཚིགས་སུལ	1
ཚིཌ	ཚིགས	1
ཚུཊ	ཚུགས	1
ཚུནདུ	ཚུན་ཆད་དུ	1
ཚུལྲིྃསུྃ	ཚུལ་ཁྲིམས་གསུམ	1
ཚུལྲིམས	ཚུལ་ཁྲིམས	1
ཚིུམས	ཚུལ་ཁྲིམས	1
ཚིུལྲཾས	ཚུལ་ཁྲིམས	1
ཚུྲིུ༹ས	ཚུལ་ཁྲིམས	1
ཚྲུལིམ	ཚུལ་ཁྲིམས	1
ཚྲིུ༹ཾས	ཚུལ་ཁྲིམས	1
ཚུལུགས	ཚུལ་ལུགས	1
ཚུལུཊ	ཚུལ་ལུགས	1
ཚུལྡན	ཚུལ་ལྡན	1
ཚེ་བསོད	ཚེ་དང་བསོད་ནམས	1
ཚེདཔགེདཾ	ཚེ་དཔག་མེད	1
ཚེྡང་	ཚེ་དབང་	1
ཚེསོད	ཚེ་བསོད	1
ཚེད	ཚེ་ཚད	1
ཚེེ	ཚེ་ཚེ	1
ཚེདས	ཚེ་འདས	1
ཚྡེས	ཚེ་འདས	1
ཚེངི་	ཚེ་རིང་	1
ཚེིངྱོནརོག	ཚེ་རིང་ལོ་བརྒྱ་ལོན་པར་ཤོག	1
ཚེདན	ཚེ་ལྡན	1
ཚྡེན	ཚེ་ལྡན	1
ཚྲེགོ	ཚེ་སྲོག	1
ཚྲོེག	ཚེ་སྲོག	1
ཚེུཾ	ཚེམ་བུ	1
ཚེརཾ	ཚེར་མ	1
ཚེསྱི	ཚེས་ཀྱི	1
ཚེསའི	ཚེས་པའི	1
ཚོཊདག	ཚོགས་བདག	1
བསག་སྦྱང་	ཚོགས་བསག་པ་དང་སྡིག་པ་སྦྱང་བ	0
ཚོགསྦྱོར	ཚོགས་སྦྱོར	1
ཚོགསུ	ཚོགས་སུ	1
ཚོཊ	ཚོགས	1
ཚོཌ	ཚོགས	1
ཚོནོ	ཚོན་པོ	1
ཚོནི༹	ཚོན་རྩི	1
ཚོུཾ	ཚོམ་བུ	1
ཚོཾས	ཚོམས	1
ཆོསྱི	ཚོས་ཀྱི	1
ཆྒོསོ	ཚོས་གོས	1
ཚོསླ	ཚོས་སླ	1
ཛམྦུའྖིུསྱེར	ཛམྦུའི་ཆུ་གསེར	1
ཝན	ཝ་ཅན	0
ཝརྣཾསྱིསྨྲས་པ	ཝ་རྣམས་ཀྱིས་སྨྲས་པ	1
ཝལེ	ཝ་ལེ	1
ཞྙེ	ཞ་ཉེ	1
ཞགསུཾ	ཞག་གསུམ	1
ཞགསུཾ	ཞག་གསུམ	1
ཞགཕུལྱིྃདེ	ཞག་འཕུལ་མི་བྱེད	1
ཞཌ	ཞགས	1
ཞངུ་	ཞང་ཞུང་	1
ཞབསྱི	ཞབས་ཀྱི	1
ཞབསྱིས	ཞབས་ཀྱིས	1
ཞྱུ	ཞབས་ཀྱུ	1
ཞབསཾ	ཞབས་མ	1
ཞྲེན	ཞབས་འདྲེན	1
ཞྲིང་	ཞབས་འབྲིང་	1
ཞབསུ	ཞབས་སུ	1
ཞབསེན	ཞབས་སེན	1
ཞརོ	ཞར་ཞོར	1
ཞལ་གདཾས	ཞལ་གདམས	1
ཞལྱི་གདཾས་པ	ཞལ་གྱི་གདམས་པ	1
ཞལྱི	ཞལ་གྱི	1
ཞཾལས	ཞལ་ཟས	1
ཞལ༹ས	ཞལ་ཟས	1
ཞལས	ཞལ་ཟས	1
ཞ༹ས	ཞལ་ཟས	1
ཞལག	ཞལ་ལག	1
ཞལྔ	ཞལ་ལྔ	1
ཞལྕེ	ཞལ་ལྕེ	1
ཞལྔར	ཞལ་སྔར	1
ཞིོ	ཞི་ཁྲོ	1
ཞོི	ཞི་ཁྲོ	1
ཞིནྱསྱི	ཞི་གནས་ཀྱི	1
ཞིུལ	ཞི་དུལ	1
ཞྲིག	ཞི་དྲག	1
ཞིའི	ཞི་བའི	0
ཞིགིས	ཞིག་གིས	1
ཞིངཁཾསུ	ཞིང་ཁམས་སུ	1
ཞིངསུཾ	ཞིང་ཁམས་སུ	1
ཞིངམས	ཞིང་ཁམས	1
ཞིངསཾ	ཞིང་ཁམས	1
ཞིསཾ	ཞིང་ཁམས	1
ཞིངེཊ	ཞིང་གཤེགས	1
ཞིངེན	ཞིང་ཆེན	1
ཞིེངན	ཞིང་ཆེན	1
ཞིངྣས	ཞིང་ནས	1
ཞིངྦའོ	ཞིང་བའོ	1
ཞིངས	ཞིང་ལས	1
ཞྱིསེ	ཞིང་སྐྱེས	1
ཞིངྱོ	ཞིང་སྐྱོང་	1
ཞྱོིང་	ཞིང་སྐྱོང་	1
ཞིབཤེར	ཞིབ་བཤེར	1
ཞིབཾཐོང་	ཞིབ་མཐོང་	1
ཞིབསོ	ཞིབས་སོ	1
ཞིྃ	ཞིམ	1
ཞོུལ	ཞུ་གསོལ	1
ཞེུན	ཞུ་ཆེན	1
ཞུར	ཞུ་བར	0
ཞུཾན	ཞུ་མཁན	1
ཞིུད	ཞུ་མཆིད	1
ཞིུང་	ཞུ་ཞིང་	1
ཞིུག	ཞུ་ཡིག	1
ཞུགསླ	ཞུགས་སླ	1
ཞུཌ	ཞུགས	1
ཞུནཾསྲིས	ཞུན་མས་བྲིས	1
ཞུབན	ཞུབ་ཅན	1
ཞུབེན	ཞུབ་ཆེན	1
ཞུམེད	ཞུམ་མེད	1
ཞེུཾད	ཞུམ་མེད	1
ཞཱུམ	ཞུམ་ཞུམ	1
ཞུསོ	ཞུས་སོ	1
ཞེསུཾ	ཞེ་གསུམ	1
ཞྲེག	ཞེ་དྲག	1
ཞེུསོ	ཞེ་ཞུས་སོ	1
ཞྡེང་	ཞེ་སྡང་	1
ཞེསྡང་	ཞེ་སྡང་	1
ཞེནཊ	ཞེན་ཆགས	1
ཞེསུངའི་དོན	ཞེས་གསུང་བའི་དོན	1
ཞྱེངོས	ཞེས་གསུང་སོ	1
ཞེསུངས་པ	ཞེས་གསུངས་པ	1
ཞེུངསོ	ཞེས་གསུངས་སོ	1
ཞེསུངསོ	ཞེས་གསུངས་སོ	1
ཞེསཔོ	ཞེས་པའོ	1
ཞེསའོ	ཞེས་པའོ	1
ཞེསྗོད	ཞེས་བརྗོད་པ	1
ཞེསྟཽད	ཞེས་བསྟོད་དོ	1
ཞེསྟོདོ	ཞེས་བསྟོད་དོ	1
ཞེུསོ	ཞེས་ཞུས་སོ	1
ཞེསོ	ཞེས་སོ	1
ཞེསོཌ	ཞེས་སོགས	1
